id,pid,code,description,section
73138,47838,3824790010,"Mixtures containing by weight:<br>- 60 % or more but not more than 90 % of 2-chloropropene (CAS RN 557-98-2),<br>- 8 % or more but not more than 14 % of (Z)-1-chloropropene (CAS RN 16136-84-8),<br>- 5 % or more but not more than 23 % of 2-chloropropane (CAS RN 75-29-6),<br>- not more than 6 % of 3-chloropropene (CAS RN 107-05-1), and<br>- not more than 1 % of ethyl chloride (CAS RN 75-00-3)<br>",
73338,47838,3824790090,Other,
14838,2938,,Goods specified in subheading note 3 to this chapter,
42438,14838,3824810000,Containing oxirane (ethylene oxide),
42538,14838,3824820000,"Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",
42638,14838,3824830000,"Containing tris(2,3-dibromopropyl) phosphate",
42738,14838,3824840000,"Containing aldrin (ISO), camphechlor (ISO) (toxaphene), chlordane (ISO), chlordecone (ISO), DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane), dieldrin (ISO, INN), endosulfan (ISO), endrin (ISO), heptachlor (ISO) or mirex (ISO)",
42838,14838,3824850000,"Containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",
42938,14838,3824860000,Containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO),
43038,14838,3824870000,"Containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride",
43138,14838,3824880000,"Containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",
15038,2938,,Other,
44138,15038,3824910000,"Mixtures and preparations consisting mainly of (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",
44238,15038,3824990000,Other,
74638,44238,3824991000,"Petroleum sulphonates, excluding petroleum sulphonates of alkali metals, of ammonium or of ethanolamines; thiophenated sulphonic acids of oils obtained from bituminous minerals, and their salts",
74738,44238,3824991500,Ion-exchangers,
100838,74738,3824991510,"Acid aluminosilicate (artificial zeolite of the Y type) in the sodium form, containing by weight not more than 11 % of sodium evaluated as sodium oxide, in the form of rodlets",
100938,74738,3824991590,Other,
74838,44238,3824992000,Getters for vacuum tubes,
74938,44238,3824992500,"Pyrolignites (for example, of calcium); crude calcium tartrate; crude calcium citrate",
75038,44238,3824993000,"Naphthenic acids, their water-insoluble salts and their esters",
75138,44238,,Other,
101038,75138,3824994500,Anti-scaling and similar compounds,
101138,75138,3824995000,Preparations for electroplating,
101238,75138,3824995500,"Mixtures of mono-, di- and tri-, fatty acid esters of glycerol (emulsifiers for fats)",
101338,75138,,"Cartridges and refills, filled, for electronic cigarettes; preparations for use in cartridges and refills for electronic cigarettes",
151438,101338,3824995600,Containing products of subheading 2939 79 10,
151538,101338,3824995700,Other,
101438,75138,3824995800,"Nicotine patches (transdermal systems), intended to assist smokers to stop smoking",
101538,75138,,Products and preparations for pharmaceutical or surgical uses,
151638,101538,3824996100,"Intermediate products of the antibiotics manufacturing process obtained from the fermentation of Streptomyces tenebrarius, whether or not dried, for use in the manufacture of human medicaments of heading 3004",
151738,101538,3824996200,Intermediate products from the manufacture of monensin salts,
151838,101538,3824996400,Other,
101638,75138,3824996500,Auxiliary products for foundries (other than those of subheading 3824 10 00),
101738,75138,3824997000,"Fireproofing, waterproofing and similar protective preparations used in the building industry",
101838,75138,,Other,
151938,101838,3824997500,"Lithium niobate wafer, undoped",
152038,101838,3824998000,"Mixture of amines derived from dimerised fatty acids, of an average molecular weight of 520 or more but not exceeding 550",
152138,101838,3824998500,"3-(1-Ethyl-1-methylpropyl)isoxazol-5-ylamine, in the form of a solution in toluene",
152238,101838,3824998600,"Mixtures consisting mainly of dimethyl methylphosphonate, oxirane and diphosphorus pentaoxide",
152338,101838,,"Chemical products or preparations, predominantly composed of organic compounds, not elsewhere specified or included",
162038,152338,3824999200,In the form of a liquid at 20 °C,
165438,162038,,"Blends containing by weight more than 20 % of paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin",
174338,165438,3824999210,Consigned from Canada,
174438,165438,3824999212,Other,
165538,162038,3824999220,"Blends containing by weight 20 % or less of paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin",
165838,162038,3824999223,"Butylphosphato complexes of titanium(IV) (CAS RN 109037-78-7), dissolved in ethanol and propan-2-ol",
166038,162038,3824999225,"Preparation containing by weight:<br> <br>- 25 % or more but not more than 50 % of diethyl carbonate (CAS RN 105-58-8)<br> <br>- 25 % or more but not more than 50 % of ethylene carbonate (CAS RN 96-49-1)<br> <br>- 10 % or more but not more than 20 % of lithium hexafluorophosphate (CAS RN 21324-40-3)<br> <br>- 5 % or more but not more than 10 % of ethyl methyl carbonate (CAS RN 623-53-0)<br> <br>- 1 % or more but not more than 2 % of vinylene carbonate (CAS RN 872-36-6)<br> <br>- 1 % or more but not more than 2 % of 4-fluoro-1,3-dioxolane-2-one (CAS RN 114435-02-8)<br> <br>- Not more than 1 % of 1,5,2,4-Dioxadithiane 2,2,4,4-tetraoxide (CAS RN 99591-74-9)<br>",
166138,162038,3824999226,"Preparation containing by weight:<br> <br>- 60 % or more but not more than 75 % of Solvent naphtha (petroleum), heavy aromatic (CAS RN 64742-94-5)<br> <br>- 15 % or more but not more than 25 % of 4-(4-nitrophenylazo)-2,6-di-sec-butyl-phenol (CAS RN 111850-24-9), and<br> <br>- 10 % or more but not more than 15 % of 2-sec-butylphenol (CAS RN 89-72-5)<br>",
166238,162038,3824999227,4-Methoxy-3-(3-morpholin-4-yl-propoxy)-benzonitrile (CAS RN 675126-28-0) in an organic solvent,
166338,162038,3824999228,"Aqueous solution containing by weight<br> <br>- 10 % or more but not more than 42 % of 2-(3-chloro-5-(trifluoromethyl)pyridin-2-yl)ethanamine (CAS RN 658066-44-5),<br> <br>- 10 % or more but not more than 25 % of sulphuric acid (CAS RN 7664-93-9) and<br> <br>- 0,5 % or more but not more than 2,9 % of methanol (CAS RN 67-56-1)<br>",
166438,162038,3824999229,"Preparation containing by weight:<br> <br>- 85 % or more but not more than 99 % of polyethylene glycol ether of butyl 2-cyano 3-(4-hydroxy-3-methoxyphenyl) acrylate, and<br> <br>- 1 % or more but not more than 15 % of polyoxyethylene (20) sorbitan trioleate<br>",
166538,162038,3824999230,"Aqueous solution of caesium formate and potassium formate containing by weight:<br> <br>- 1 % or more but not more than 84 % of caesium formate (CAS RN 3495-36-1),<br> <br>- 1 % or more but not more than 76 % of potassium formate (CAS RN 590-24-1), and<br> <br>- whether or not containing not more than 9 % of additives<br>",
166638,162038,3824999232,"Mixture of divinylbenzene-isomers and ethylvinylbenzene-isomers, containing by weight 56 % or more but not more than 85 % of divinylbenzene (CAS RN 1321-74-0)",
166738,162038,3824999233,"Anti-corrosion preparations consisting of salts of dinonylnaphthalenesulphonic acid, either:<br> <br>- on a support of mineral wax, whether or not modified chemically, or<br> <br>- in the form of a solution in an organic solvent<br>",
166938,162038,3824999235,"Preparations containing not less than 92 % but not more than 96,5 % by weight of 1,3:2,4-bis-O-(4-methylbenzylidene)-D-glucitol and also containing carboxylic acid derivatives and an alkyl sulphate",
167038,162038,3824999236,"Calcium phosphonate phenate, dissolved in mineral oil",
167138,162038,3824999237,"Mixture of acetates of 3-butylene-1,2-diol with a content by weight of 65 % or more but not more than 90 %",
167238,162038,3824999239,"Preparations containing not less than 47 % by weight of 1,3:2,4-bis-O-benzylidene-D-glucitol",
167338,162038,3824999240,Solution of 2-chloro-5-(chloromethyl)-pyridine (CAS RN 70258-18-3) in organic diluent,
167438,162038,3824999242,Preparation of  tetrahydro-α-(1-naphthylmethyl)furan-2-propionic acid (CAS RN 25379-26-4)  in toluene,
167638,162038,3824999245,"Preparation consisting predominantly of γ-butyrolactone and quaternary ammonium salts, for the manufacture of electrolytic capacitors",
167738,162038,3824999246,Diethylmethoxyborane (CAS RN 7397-46-8) in the form of a solution in tetrahydrofuran,
167838,162038,3824999247,"Preparation, containing:<br> <br>- trioctylphosphine oxide (CAS RN 78-50-2),<br> <br>- dioctylhexylphosphine oxide (CAS RN 31160-66-4),<br> <br>- octyldihexylphosphine oxide (CAS RN 31160-64-2) and<br> <br>- trihexylphosphine oxide (CAS RN 3084-48-8)<br>",
168038,162038,3824999249,"Preparation based on 2,5,8,11-tetramethyl-6-dodecyn-5,8-diol ethoxylate (CAS RN 169117-72-0)",
168138,162038,3824999250,"Alkyl carbonate-based preparation, also containing a UV absorber, for use in the manufacture of spectacle lenses",
168238,162038,3824999251,Mixture containing by weight 40 % or more but not more than 50 % of 2-hydroxyethyl methacrylate and 40 % or more but not more than 50 % of glycerol ester of boric acid,
168338,162038,3824999253,"Preparations consisting predominantly of ethylene glycol and:<br> <br>- either diethylene glycol, dodecandioic acid and ammonia water,<br> <br>- or N,N-dimethylformamide,<br> <br>- or γ-butyrolactone,<br> <br>- or silicon oxide,<br> <br>- or ammonium hydrogen azelate,<br> <br>- or ammonium hydrogen azelate and silicon oxide,<br> <br>- or dodecandioic acid, ammonia water and silicon oxide,<br>for the manufacture of electrolytic capacitors",
168438,162038,3824999254,Poly(tetramethylene glycol) bis[(9-oxo-9H-thioxanthen-1-yloxy)acetate] with an average polymer chain length of less than 5 monomer units (CAS RN 813452-37-8),
168538,162038,3824999255,"Additives for paints and coatings, containing:<br> <br>- a mixture of esters of phosphoric acid obtained from the reaction of phosphoric anhydride with 4-(1,1-dimethylpropyl) phenol and  copolymers of styrene-allyl alcohol  (CAS RN 84605-27-6), and<br> <br>- 30 % or more but not more than 35 % by weight of isobutyl alcohol<br>",
168638,162038,3824999256,Poly(tetramethylene glycol) bis[(2-benzoyl-phenoxy)acetate] with an average polymer chain length of less than 5 monomer units,
168738,162038,3824999257,Poly(ethylene glycol) bis(p-dimethyl)aminobenzoate with an average polymer chain length of less than 5 monomer units,
168938,162038,3824999259,Potassium tert-butanolate (CAS RN 865-47-4) in the form of a solution in tetrahydrofuran,
169038,162038,3824999260,N2-[1-(S)-Ethoxycarbonyl-3-phenylpropyl]-N6-trifluoroacetyl-L-lysyl-N2-carboxy anhydride in a solution of dichloromethane at 37 %,
169138,162038,3824999261,"3',4',5'-Trifluorobiphenyl-2-amine, in the form of a solution in toluene containing by weight 80 % or more but not more than 90 % of 3',4',5'-trifluorobiphenyl-2-amine",
169238,162038,3824999263,"Polymer consisting of a polycondensate of formaldehyde and naphthalenediol, chemically modified by reaction with an alkyne halide, dissolved in propylene glycol methyl ether acetate",
169338,162038,3824999264,"Preparation containing by weight:<br> <br>- 89 % or more but not more than 98,9 % of 1,2,3-trideoxy-4,6:5,7-bis-O-[(4-propylphenyl)methylene]-nonitol<br> <br>- 0,1 % or more but not more than 1 % of colourants<br> <br>- 1 % or more but not more than 10 % of fluoropolymers<br>",
169438,162038,3824999265,Mixture of primary tert-alkylamines,
169538,162038,,"Ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union), denatured or undenatured, excluding products with a water content of more than 0,3 % (m/m) measured according to the standard EN 15376, but including ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union) contained in blends with gasoline with an ethyl alcohol content of more than 10 % (v/v)",
174538,169538,3824999266,For use as fuel,
174638,169538,3824999267,For other uses,
169638,162038,3824999268,"Preparation containing by weight:<br> <br>- 20 % (±1 %) ((3-(sec-butyl)-4-(decyloxy)phenyl)methanetriyl) Tribenzene (CAS RN 1404190-37-9),<br>Dissolved in:<br> <br>- 10 % (± 5 %) 2-sec-Butylphenol (CAS RN 89-72-5)<br> <br>- 64 %( ±7 %) Solvent naphtha (petroleum), heavy aromatic (CAS RN 64742-94-5) and<br> <br>- 6 % (± 1.0 %) Naphthalene (CAS RN 91-20-3)<br>",
169738,162038,3824999269,Preparation containing by weight:<br>-	80 % or more but not more than 92 % of Bisphenol-A bis(diphenyl phosphate) (CAS RN 5945-33-5)<br>-	7 % or more but not more than 20 % oligomers of Bisphenol-A bis(diphenyl phosphate) and<br>-	not more than 1 % triphenyl phosphate (CAS RN 115-86-6)<br>,
